Source ,Title,Talks about LLMs,Rate,Evidence
ArXiv2024,Emojis Decoded: Leveraging ChatGPT for Enhanced Understanding in Social Media Communications,Yes.,1,"""Large Language Models (LLMs) have achieved significant success in various annotation tasks, with ChatGPT demonstrating expertise across multiple domains."""
ArXiv2024,Hidden Flaws Behind Expert-Level Accuracy of GPT-4 Vision in Medicine,Yes.,5,"""we discovered that GPT-4V frequently presents flawed rationales in cases where it makes the correct final choices (27.3%), most prominent in image comprehension (21.6%). Regardless of GPT-4V's high accuracy in multi-choice questions, our findings emphasize the necessity for further in-depth evaluations of its rationales before integrating such models into clinical workflows."""
ArXiv2024,ChatGraph: Chat with Your Graphs,Yes.,1,"""To address the limitations, we propose a large language model (LLM)-based framework called ChatGraph."""
ArXiv2024,Do We Need Language-Specific Fact-Checking Models? The Case of Chinese,Yes.,3,"""We first demonstrate the limitations of translation-based methods and multilingual large language models (e.g., GPT-4), highlighting the need for language-specific systems."""
ArXiv2024,On Prompt-Driven Safeguarding for Large Language Models,Yes.,5,"""We find that in models' representation space, harmful and harmless queries can be largely distinguished, but this is not noticeably enhanced by safety prompts. Instead, the queries' representations are moved by safety prompts in similar directions where models become more prone to refusal (i.e., refusing to provide assistance) even when the queries are harmless."""
ArXiv2024,Large language model empowered participatory urban planning,Yes.,1,"""This research introduces an innovative urban planning approach integrating Large Language Models (LLMs) within the participatory process."""
ArXiv2024,MULTIVERSE: Exposing Large Language Model Alignment Problems in Diverse Worlds,,,
ArXiv2024,CAT-LLM: Prompting Large Language Models with Text Style Definition for Chinese Article-style Transfer,Yes.,1,"""CAT-LLM incorporates a bespoke, pluggable Text Style Definition (TSD) module aimed at comprehensively analyzing text features in articles, prompting LLMs to efficiently transfer Chinese article-style."""
ArXiv2024,APAR: LLMs Can Do Auto-Parallel Auto-Regressive Decoding,Yes.,1,"""the auto-regressive decoding process, which is fundamental to how most LLMs generate text, poses challenges to achieve efficient serving."""
ArXiv2024,Large Language Models Are Neurosymbolic Reasoners,Yes.,1,"""This paper investigates the potential application of Large Language Models (LLMs) as symbolic reasoners."""
ArXiv2024,Lost in the Source Language: How Large Language Models Evaluate the Quality of Machine Translation,Yes.,5,"""Surprisingly, we find that reference information significantly enhances the evaluation accuracy, while source information sometimes is counterproductive, indicating a lack of cross-lingual capability when using LLMs to evaluate translations."""
ArXiv2024,Detection of Machine-Generated Text: Literature Survey,Yes.,4,"""Concerns regarding the possible influence of advanced language models on society have also arisen, needing a fuller knowledge of these processes."" and ""To mitigate the hazardous implications that may arise from the use of these models, preventative measures must be implemented."""
ArXiv2024,Extreme Compression of Large Language Models via Additive Quantization,Yes.,1,"""The emergence of accurate open large language models (LLMs) has led to a race towards quantization techniques for such models enabling execution on end-user devices."""
ArXiv2024,The Neglected Tails of Vision-Language Models,,,
ArXiv2024,TOFU: A Task of Fictitious Unlearning for LLMs,Yes.,5,"""Large language models trained on massive corpora of data from the web can memorize and reproduce sensitive or private data raising both legal and ethical concerns."" and ""Importantly, none of the baselines we consider show effective unlearning motivating continued efforts to develop approaches for unlearning that effectively tune models so that they truly behave as if they were never trained on the forget data at all."""
ArXiv2024,An Exploratory Study on Automatic Identification of Assumptions in the Development of Deep Learning Frameworks,Yes.,3,"""Though ChatGPT is the most popular large language model, we do not recommend using it to identify assumptions in DL framework development because of its low performance on the task."""
ArXiv2024,InFoBench: Evaluating Instruction Following Ability in Large Language Models,Yes.,3,"""The evaluation of several advanced LLMs using this framework reveals their strengths and areas needing improvement, particularly in complex instruction-following."""
ArXiv2024,AI Revolution on Chat Bot: Evidence from a Randomized Controlled Experiment,Yes.,1,"""Despite recent advances, field experiments applying LLM-based tools in realistic settings are limited."""
ArXiv2024,Towards Conversational Diagnostic AI,Yes.,2,"""Our research has several limitations and should be interpreted with appropriate caution. Clinicians were limited to unfamiliar synchronous text-chat which permits large-scale LLM-patient interactions but is not representative of usual clinical practice."""
ArXiv2024,Extending LLMs' Context Window with 100 Samples,Yes.,5,"""Large Language Models (LLMs) are known to have limited extrapolation ability beyond their pre-trained context window, constraining their application in downstream tasks with lengthy inputs."""
ArXiv2024,MARIO: MAth Reasoning with code Interpreter Output -- A Reproducible Pipeline,Yes.,5,"""there remains a gap to bridge before attaining true artificial general intelligence, especially concerning shortcomings in mathematical reasoning capabilities. We postulate that the inherent nature of LLM training, which focuses on predicting probabilities of next token, presents challenges in effectively modeling mathematical reasoning that demands exact calculations, both from data-driven and theoretical standpoints."""
ArXiv2024,"Risk Taxonomy, Mitigation, and Assessment Benchmarks of Large Language Model Systems",Yes.,5,"""the safety and security issues of LLM systems have become the major obstacle to their widespread application"" and ""potential risks associated with each module of an LLM system and discusses the corresponding mitigation strategies."""
ArXiv2024,SliceGPT: Compress Large Language Models by Deleting Rows and Columns,Yes.,3,"""Large language models have become the cornerstone of natural language processing, but their use comes with substantial costs in terms of compute and memory resources."""
ArXiv2024,"Planning, Creation, Usage: Benchmarking LLMs for Comprehensive Tool Utilization in Real-World Complex Scenarios",Yes.,1,"""existing benchmarks typically focus on simple synthesized queries that do not reflect real-world complexity, thereby offering limited perspectives in evaluating tool utilization."""
ArXiv2024,Few-Shot Learning for Chronic Disease Management: Leveraging Large Language Models and Multi-Prompt Engineering with Medical Knowledge Injection,Yes.,1,"""we propose a novel framework that leverages advanced AI techniques, including large language models and multi-prompt engineering."""
