title,Mentions LLM Limitations
The Capacity for Moral Self-Correction in Large Language Models,no
How to Train Your DRAGON: Diverse Augmentation Towards Generalizable Dense Retrieval,no
"Conversational AI-Powered Design: ChatGPT as Designer, User, and Product",yes
Adding Instructions during Pretraining: Effective Way of Controlling Toxicity in Language Models,yes
BiasTestGPT: Using ChatGPT for Social Bias Testing of Language Models,yes
ScatterShot: Interactive In-context Example Curation for Text Transformation,yes
ChatCAD: Interactive Computer-Aided Diagnosis on Medical Image using Large Language Models,yes
A Psycholinguistic Analysis of BERT's Representations of Compounds,no
Reveal the Unknown: Out-of-Knowledge-Base Mention Discovery with Entity Linking,no
A Modern Look at the Relationship between Sharpness and Generalization,no
Few-shot learning approaches for classifying low resource domain specific software requirements,yes
Exploring Category Structure with Contextual Language Models and Lexical Semantic Networks,no
Learning gain differences between ChatGPT and human tutor generated algebra hints,yes
SwitchPrompt: Learning Domain-Specific Gated Soft Prompts for Classification in Low-Resource Domains,no
BLIAM: Literature-based Data Synthesis for Synergistic Drug Combination Prediction,no
AI Chat Assistants can Improve Conversations about Divisive Topics,no
Language Model Analysis for Ontology Subsumption Inference,no
STREET: A Multi-Task Structured Reasoning and Explanation Benchmark,no
Machine Learning Model Attribution Challenge,yes
On the Planning Abilities of Large Language Models (A Critical Investigation with a Proposed Benchmark),yes
Guiding Pretraining in Reinforcement Learning with Large Language Models,yes
Gradient-Based Automated Iterative Recovery for Parameter-Efficient Tuning,yes
Targeted Attack on GPT-Neo for the SATML Language Model Data Extraction Challenge,yes
Diminished Diversity-of-Thought in a Standard Large Language Model,yes
Implications of the Convergence of Language and Vision Model Geometries,yes
Towards Agile Text Classifiers for Everyone,no
An Empirical Evaluation of Using Large Language Models for Automated Unit Test Generation,yes
Linguistic ambiguity analysis in ChatGPT,no
Distinguishability Calibration to In-Context Learning,no
Can GPT-3 Perform Statutory Reasoning?,yes
Predicting Class Distribution Shift for Reliable Domain Adaptive Object Detection,yes
"Academic Writing with GPT-3.5: Reflections on Practices, Efficacy and Transparency",no
MarioGPT: Open-Ended Text2Level Generation through Large Language Models,yes
RESDSQL: Decoupling Schema Linking and Skeleton Parsing for Text-to-SQL,no
SemanticAC: Semantics-Assisted Framework for Audio Classification,no
Transformer models: an introduction and catalog,no
Level Generation Through Large Language Models,yes
Informing clinical assessment by contextualizing post-hoc explanations of risk prediction models in type-2 diabetes,yes
Exploiting Programmatic Behavior of LLMs: Dual-Use Through Standard Security Attacks,yes
A Brief Report on LawGPT 1.0: A Virtual Legal Assistant Based on GPT-3,no
Differentiable Outlier Detection Enable Robust Deep Multimodal Analysis,no
Is ChatGPT better than Human Annotators? Potential and Limitations of ChatGPT in Explaining Implicit Hate Speech,yes
Characterizing Attribution and Fluency Tradeoffs for Retrieval-Augmented Large Language Models,yes
CodeBERTScore: Evaluating Code Generation with Pretrained Models of Code,no
Satellite Anomaly Detection Using Variance Based Genetic Ensemble of Neural Networks,no
FairPy: A Toolkit for Evaluation of Social Biases and their Mitigation in Large Language Models,yes
Alloprof: a new French question-answer education dataset and its use in an information retrieval case study,no
Combat AI With AI: Counteract Machine-Generated Fake Restaurant Reviews on Social Media,no
Scaling Vision Transformers to 22 Billion Parameters,no
Adversarial Transformer Language Models for Contextual Commonsense Inference,no
GTR-CTRL: Instrument and Genre Conditioning for Guitar-Focused Music Generation with Transformers,no
Large Language Models for Code: Security Hardening and Adversarial Testing,yes
The Wisdom of Hindsight Makes Language Models Better Instruction Followers,no
Translating Natural Language to Planning Goals with Large-Language Models,yes
Scamming the Scammers: Using ChatGPT to Reply Mails for Wasting Time and Resources,no
Selective In-Context Data Augmentation for Intent Detection using Pointwise V-Information,no
BEST: BERT Pre-Training for Sign Language Recognition with Coupling Tokenization,no
In-Context Learning with Many Demonstration Examples,yes
"Flexible, Model-Agnostic Method for Materials Data Extraction from Text Using General Purpose Language Models",yes
Offsite-Tuning: Transfer Learning without Full Model,no
Re-ViLM: Retrieval-Augmented Visual Language Model for Zero and Few-Shot Image Captioning,no
Explanation Selection Using Unlabeled Data for Chain-of-Thought Prompting,no
A Biomedical Knowledge Graph for Biomarker Discovery in Cancer,no
ChatGPT and Other Large Language Models as Evolutionary Engines for Online Interactive Collaborative Game Design,no
"Better by you, better than me, chatgpt3 as writing assistance in students essays",no
Bag of Tricks for Training Data Extraction from Language Models,no
Global Constraints with Prompting for Zero-Shot Event Argument Classification,no
Enhancing E-Commerce Recommendation using Pre-Trained Language Model and Fine-Tuning,no
Real-Time Visual Feedback to Guide Benchmark Creation: A Human-and-Metric-in-the-Loop Workflow,yes
Will ChatGPT get you caught? Rethinking of Plagiarism Detection,no
Algorithmic Collective Action in Machine Learning,no
Efficient Joint Learning for Clinical Named Entity Recognition and Relation Extraction Using Fourier Networks: A Use Case in Adverse Drug Events,no
Prompting for Multimodal Hateful Meme Classification,yes
Training-free Lexical Backdoor Attacks on Language Models,yes
Automating Code-Related Tasks Through Transformers: The Impact of Pre-training,no
ChatGPT versus Traditional Question Answering for Knowledge Graphs: Current Status and Future Directions Towards Knowledge Graph Chatbots,yes
"A Multitask, Multilingual, Multimodal Evaluation of ChatGPT on Reasoning, Hallucination, and Interactivity",yes
CodeLMSec Benchmark: Systematically Evaluating and Finding Security Vulnerabilities in Black-Box Code Language Models,yes
Is ChatGPT a General-Purpose Natural Language Processing Task Solver?,yes
Improving (Dis)agreement Detection with Inductive Social Relation Information From Comment-Reply Interactions,no
Noise2Music: Text-conditioned Music Generation with Diffusion Models,no
Zero-shot Generation of Coherent Storybook from Plain Text Story using Diffusion Models,no
Toward a Theory of Causation for Interpreting Neural Code Models,no
Reliable Natural Language Understanding with Large Language Models and Answer Set Programming,yes
What Matters In The Structured Pruning of Generative Language Models?,yes
Transformer-based Models for Long-Form Document Matching: Challenges and Empirical Analysis,yes
Long Horizon Temperature Scaling,yes
ZipLM: Inference-Aware Structured Pruning of Language Models,no
Characterizing Financial Market Coverage using Artificial Intelligence,no
"A Survey on Arabic Named Entity Recognition: Past, Recent Advances, and Future Trends",no
Learning Translation Quality Evaluation on Low Resource Languages from Large Language Models,yes
What do Language Models know about word senses? Zero-Shot WSD with Language Models and Domain Inventories,no
The Effect of Metadata on Scientific Literature Tagging: A Cross-Field Cross-Model Study,no
Leveraging Demonstrations to Improve Online Learning: Quality Matters,no
PLACES: Prompting Language Models for Social Conversation Synthesis,yes
UDApter -- Efficient Domain Adaptation Using Adapters,no
Applying BERT and ChatGPT for Sentiment Analysis of Lyme Disease in Scientific Literature,no
Data Selection for Language Models via Importance Resampling,no
Techniques to Improve Neural Math Word Problem Solvers,no
Context-Gloss Augmentation for Improving Arabic Target Sense Verification,no
APAM: Adaptive Pre-training and Adaptive Meta Learning in Language Model for Noisy Labels and Long-tailed Learning,yes
Asymptotically Optimal Fixed-Budget Best Arm Identification with Variance-Dependent Bounds,no
Controllable Lexical Simplification for English,no
Chain of Hindsight Aligns Language Models with Feedback,no
Grounding Large Language Models in Interactive Environments with Online Reinforcement Learning,yes
A Categorical Archive of ChatGPT Failures,yes
CHiLS: Zero-Shot Image Classification with Hierarchical Label Sets,no
Nationality Bias in Text Generation,yes
FineDeb: A Debiasing Framework for Language Models,no
Quantized Distributed Training of Large Models with Convergence Guarantees,yes
Regulating ChatGPT and other Large Generative AI Models,no
PubGraph: A Large-Scale Scientific Knowledge Graph,no
A New cross-domain strategy based XAI models for fake news detection,no
Knowledge Graph Completion Method Combined With Adaptive Enhanced Semantic Information,no
The Science of Detecting LLM-Generated Texts,yes
Evaluating Large Language Models in Theory of Mind Tasks,yes
REaLTabFormer: Generating Realistic Relational and Tabular Data using Transformers,no
Towards Few-Shot Identification of Morality Frames using In-Context Learning,yes
Witscript 2: A System for Generating Improvised Jokes Without Wordplay,yes
Witscript: A System for Generating Improvised Jokes in a Conversation,no
Measuring The Impact Of Programming Language Distribution,no
Exploring the Cognitive Dynamics of Artificial Intelligence in the Post-COVID-19 and Learning 3.0 Era: A Case Study of ChatGPT,no
GLADIS: A General and Large Acronym Disambiguation Benchmark,no
A Case Study for Compliance as Code with Graphs and Language Models: Public release of the Regulatory Knowledge Graph,no
Mitigating Data Scarcity for Large Language Models,no
Bioformer: an efficient transformer language model for biomedical text mining,yes
Controlling for Stereotypes in Multimodal Language Model Evaluation,no
Detecting Reddit Users with Depression Using a Hybrid Neural Network SBERT-CNN,no
"Describe, Explain, Plan and Select: Interactive Planning with Large Language Models Enables Open-World Multi-Task Agents",yes
Optimality of Thompson Sampling with Noninformative Priors for Pareto Bandits,no
Revisiting Intermediate Layer Distillation for Compressing Language Models: An Overfitting Perspective,no
ANTM: An Aligned Neural Topic Model for Exploring Evolving Topics,no
Can ChatGPT Write a Good Boolean Query for Systematic Review Literature Search?,no
Accelerating Large Language Model Decoding with Speculative Sampling,no
Large language models predict human sensory judgments across six modalities,no
STEP: Learning N:M Structured Sparsity Masks from Scratch with Precondition,yes
Mnemosyne: Learning to Train Transformers with Transformers,no
Semantic Coherence Markers for the Early Diagnosis of the Alzheimer Disease,no
Visual Imitation Learning with Patch Rewards,no
Resilient Binary Neural Network,no
TransFool: An Adversarial Attack against Neural Machine Translation Models,no
Multimodal Chain-of-Thought Reasoning in Language Models,yes
Language Quantized AutoEncoders: Towards Unsupervised Text-Image Alignment,yes
Improving Rare Words Recognition through Homophone Extension and Unified Writing for Low-resource Cantonese Speech Recognition,no
Creating a Large Language Model of a Philosopher,no
